raw_text,category,emotion,priority
"I'm honestly disappointed. password reset link expired. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Angry,Critical
OTP never arrives.,Authentication & Access,Frustrated,Critical
"Hi LearnSphere Team, 2FA code invalid. Thank you.",Authentication & Access,Confused,Medium
"Urgent: I'm facing an issue where account disappeared. I even asked a classmate to verify the issue, but nothing changed. Kindly resolve this soon.",Authentication & Access,Angry,Medium
"Dear LearnSphere Support,

I am writing to formally report that credentials rejected. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Frustrated,High
"Hello,

I understand technical problems can happen, but verification keeps failing. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Angry,High
"asap... account disappeared, plz fix. this keeps happening every time.",Authentication & Access,Confused,Medium
"This wasn't happening before. Since the latest update, session expires immediately. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Confused,Medium
"I'm honestly disappointed. browser sign-in mismatch. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Urgent,Medium
Google sign-in broken.,Authentication & Access,Frustrated,Medium
Urgent: browser sign-in mismatch. Regards.,Authentication & Access,Frustrated,Critical
"Dear Support Team, I'm facing an issue where password reset link expired. I tried another browser, but nothing changed. Thank you.",Authentication & Access,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that OTP never arrives. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Urgent,Critical
"Hello,

I understand technical problems can happen, but login loop. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Urgent,Medium
"vid... account disappeared, plz fix. this keeps happening every time.",Authentication & Access,Neutral,Medium
"This wasn't happening before. Since the latest update, Google sign-in broken. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Confused,High
"I'm honestly disappointed. unexpected security challenge. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Confused,Critical
session expires immediately.,Authentication & Access,Angry,High
"Hi LearnSphere Team, password reset link expired. ",Authentication & Access,Urgent,Critical
"Hello Support, I'm facing an issue where OTP never arrives. I reinstalled the app, but nothing changed. This is affecting my learning.",Authentication & Access,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that password reset link expired. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Neutral,High
"Hello,

I understand technical problems can happen, but credentials rejected. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Angry,Critical
"plz... session expires immediately, plz fix. this keeps happening every time.",Authentication & Access,Urgent,High
"This wasn't happening before. Since the latest update, OTP never arrives. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Confused,High
"I'm honestly disappointed. OTP never arrives. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Frustrated,Critical
2FA code invalid.,Authentication & Access,Confused,High
"Good evening, session expires immediately. Looking forward to your response.",Authentication & Access,Confused,Critical
"Hey team, I'm facing an issue where verification keeps failing. I even asked a classmate to verify the issue, but nothing changed. This is affecting my learning.",Authentication & Access,Frustrated,Medium
"Dear LearnSphere Support,

I am writing to formally report that account disappeared. This problem has persisted for the last few days and is preventing me from using the platform effectively. I checked my email spam folder without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Frustrated,Medium
"Hello,

I understand technical problems can happen, but Google sign-in broken. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Confused,Critical
"pasword... verification keeps failing, plz fix. this keeps happening every time.",Authentication & Access,Angry,Critical
"This wasn't happening before. Since the latest update, account disappeared. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Urgent,Medium
"I'm honestly disappointed. OTP never arrives. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Frustrated,Critical
